group,object_name,label,table_column,type,allowed_values,purpose,how_it_works,used_in,confidence,notes
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield22,Email,U_AZI_PB.AZI_EMAIL,text,,Email,"Caricato all'avvio in PUB_EMAIL_AZI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_EMAIL_AZI = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,MEDIA,Controllo presente in piu tab del form.
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield16,Iban,U_AZI_PB.AZI_IBAN,text,,Iban,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA);FATTURAZIONE_ELETTRONICA_LIB.PRG (CERCA_IBAN_FATTURA_CLIENTE),MEDIA,
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield17,Codice fiscale,U_AZI_AN.AZI_CODFIS,text,,Codice fiscale,Caricato all'avvio in PUB_CODFIS (APPLILIB.AQUADOCU); condiziona CBIMAKER.legge_config_cbi: `IF !EMPTY(PUB_CODFIS)`,APPLILIB.PRG (AQUADOCU);CBIMAKER.PRG (legge_config_cbi);STARTUP_MODIFICHE.PRG,ALTA,Controllo presente in piu tab del form.
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield23,*,U_AZI_PB.AZI_FORTRA,text,,*,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `SELECT AZI_IDPAESE,AZI_PIVAIN,AZI_FORTRA,AZI_CODEORI,AZI_ALBO,AZI_PRVALBO,AZI_NUMISALBO,AZI_DTALBO,AZI_REGIMEFI,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),MEDIA,
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield24,Cond.pag.,U_AZI_PB.AZI_CONPAG,text,,Cond.pag.,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF),MEDIA,
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Standardfield25,Modalità pagamento,U_AZI_PB.AZI_MODPAG,text,,Modalità pagamento,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CERCA_MODALITA_PAGAMENTO_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),ALTA,
F.e. Xml > Fatturazione elettronica: CEDENTE PRESTATORE,Check1,Utilizza IBAN da campo banca presente in testata fattura,U_AZI_PB.AZI_IBANFAT,boolean,,Utilizza IBAN da campo banca presente in testata fattura,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA);FATTURAZIONE_ELETTRONICA_LIB.PRG (CERCA_IBAN_FATTURA_CLIENTE),ALTA,
F.e. Xml > Fatturazione elettronica: TERZO INTERMEDIARIO,Standardfield2,Partita iva,U_AZI_PB.AZI_RAGSOCIN,text,,Partita iva,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),MEDIA,
F.e. Xml > Fatturazione elettronica: TERZO INTERMEDIARIO,Standardfield5,Partita iva,U_AZI_PB.AZI_PIVAIN,text,,Partita iva,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `SELECT AZI_IDPAESE,AZI_PIVAIN,AZI_FORTRA,AZI_CODEORI,AZI_ALBO,AZI_PRVALBO,AZI_NUMISALBO,AZI_DTALBO,AZI_REGIMEFI,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),MEDIA,
F.e. Xml > Fatturazione elettronica: TERZO INTERMEDIARIO,Standardfield9,Partita iva,U_AZI_PB.AZI_IDPAESEIN,text,,Partita iva,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_NRCIVICO,AZI_PROVINCIA,AZI_NAZION,AZI_UFFICIO,AZI_NRREA,AZI_CAPITSO,AZI_SOCIOU,AZI_STATOL,AZI_EMAIL,AZI_IDPAESEIN,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),MEDIA,
F.e. Xml > Fatturazione elettronica: TERZO INTERMEDIARIO,Standardfield1,Sogg. emittente,U_AZI_PB.AZI_SOGGEMIN,text,,Sogg. emittente,"Letto direttamente dalle tabelle U_AZI_* in FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_CURSOR_DATI_AZIENDA_FAF: `AZI_PIVAIN,AZI_RAGSOCIN,AZI_SOGGEMIN,AZI_CONPAG,AZI_MODPAG,AZI_IBAN,AZI_IBANFAT,`",FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_CURSOR_DATI_AZIENDA_FAF);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DATI_AZIENDA),ALTA,
F.e. Xml > Altro,Standardfield2,Link portale web per invio Fatture Elettroniche B2B,U_AZI_PB.AZI_FEVPRLNK,text,,Link portale web per invio Fatture Elettroniche B2B,Caricato all'avvio in PUB_FEVPRLNK (APPLILIB.AQUADOCU); condiziona STARTUP: `IF EMPTY(PUB_FEVPRLNK) AND EMPTY(PUB_FEVPALNK) AND EMPTY(PUB_FEALNK)`,APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Standardfield1,Link portale web per invio Fatture Elettroniche PA,U_AZI_PB.AZI_FEVPALNK,text,,Link portale web per invio Fatture Elettroniche PA,Caricato all'avvio in PUB_FEVPALNK (APPLILIB.AQUADOCU); condiziona STARTUP: `IF EMPTY(PUB_FEVPRLNK) AND EMPTY(PUB_FEVPALNK) AND EMPTY(PUB_FEALNK)`,APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Standardfield3,Link portale web per ricezione Fatture Elettroniche,U_AZI_PB.AZI_FEALNK,text,,Link portale web per ricezione Fatture Elettroniche,Caricato all'avvio in PUB_FEALNK (APPLILIB.AQUADOCU); condiziona STARTUP: `IF EMPTY(PUB_FEVPRLNK) AND EMPTY(PUB_FEVPALNK) AND EMPTY(PUB_FEALNK)`,APPLILIB.PRG (AQUADOCU);STARTUP.PRG;STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Optiongroup1,Progressivo alfanumerico per nomenclatura file,U_AZI_PB.AZI_FEPROGR,list,Usa Numero fattura ridotto a 5 caratteri | Usa codice random alfanumerico di 5 caratteri,Progressivo alfanumerico per nomenclatura file,Caricato all'avvio in PUB_FEPROGR (APPLILIB.AQUADOCU); condiziona FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.CREA_FATTURA_ELETTRONICA_FORNITORI_UE_EXT: `CASE PUB_FEPROGR = 1 && Progressivo alfanumerico per nomenclatura file - Usa Numero fattura (NUMERO REGISTRAZIONE) ridot`,APPLILIB.PRG (AQUADOCU);FATTURAZIONE_ELETTRONICA_FORNITORI_UE_EXT_LIB.PRG (CREA_FATTURA_ELETTRONICA_FORNITORI_UE_EXT);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_FATTURA_ELETTRONICA),ALTA,
F.e. Xml > Altro,Standardfield4,Usa la seguente directory fissa per i files XML,U_AZI_PB.AZI_FEDIRFISSA,text,,Usa la seguente directory fissa per i files XML,"Caricato all'avvio in PUB_FEDIRFISSA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FEDIRFISSA = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Check1,Abilita controllo non bloccante su presenza Codice destinatario e/o PEC email anagrafici in fase di inserimento ordine cliente,U_AZI_PB.AZI_CTRSDI,boolean,,Abilita controllo non bloccante su presenza Codice destinatario e/o PEC email anagrafici in fase di inserimento ordine cliente,"Caricato all'avvio in PUB_CTRSDI (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_CTRSDI = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Check2,Abilita inserimento commenti presenti in fattura per la generazione del file XML,U_AZI_PB.AZI_FECOMM,boolean,,Abilita inserimento commenti presenti in fattura per la generazione del file XML,"Caricato all'avvio in PUB_FECOMM (APPLILIB.AQUADOCU); condiziona FATTURAZIONE_ELETTRONICA_LIB.CREA_CURSOR_BODY_FATTURA_ELETTRONICA: `_COND_COMMENTI = IIF(!PUB_FECOMM,"" AND DD.ORD_QTAORD>0"",IIF(PUB_OPZFECOMM = 3,"" AND (DD.ORD_QTAORD>0 OR (DD.ORD_CODICE <`",APPLILIB.PRG (AQUADOCU);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_BODY_FATTURA_ELETTRONICA);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_RIFERIMENTI_DDT);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_RIFERIMENTI_ORDINE),ALTA,
F.e. Xml > Altro,Check3,Non abilita l'importazione dei commenti delle fatture fornitori,U_AZI_PB.AZI_FECOFO,boolean,,Non abilita l'importazione dei commenti delle fatture fornitori,"Caricato all'avvio in PUB_FECOFO (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE: `PUB_FECOFO = """"`",APPLILIB.PRG (AQUADOCU);STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Check4,Abilita inserimento riga automatica di riferimento alla lettera d'intento nel file XML,U_AZI_PB.AZI_FECOLI,boolean,,Abilita inserimento riga automatica di riferimento alla lettera d'intento nel file XML,Caricato all'avvio in PUB_FECOLI (APPLILIB.AQUADOCU); condiziona FATTURAZIONE_ELETTRONICA_LIB.CREA_CURSOR_BODY_FATTURA_ELETTRONICA: `IF PUB_FECOLI`,APPLILIB.PRG (AQUADOCU);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_BODY_FATTURA_ELETTRONICA);STARTUP_MODIFICHE.PRG,ALTA,
F.e. Xml > Altro,Check5,Non inserire mai l'IBAN nel file XML,U_AZI_PB.AZI_FENOIBAN,boolean,,Non inserire mai l'IBAN nel file XML,Caricato all'avvio in PUB_FENOIBAN (APPLILIB.AQUADOCU); condiziona FATTURAZIONE_ELETTRONICA_LIB.CREA_CURSOR_DETTAGLI_PAGAMENTO: `IF PUB_FENOIBAN`,APPLILIB.PRG (AQUADOCU);FATTURAZIONE_ELETTRONICA_LIB.PRG (CREA_CURSOR_DETTAGLI_PAGAMENTO);STARTUP_MODIFICHE.PRG,ALTA,
Lipe Xml,Standardfield12,Partita iva dichiarante,U_AZI_AN.AZI_PIVA,text,,Partita iva dichiarante,Caricato all'avvio in PUB_PIVA (APPLILIB.AQUADOCU); condiziona CBIMAKER.legge_config_cbi: `IF !EMPTY(PUB_PIVA)`,APPLILIB.PRG (AQUADOCU);CBIMAKER.PRG (legge_config_cbi);STAMPA_ALLEGATO_RAPPORTO_CONTROLLO_TREVICALOR.prg,ALTA,Controllo presente in piu tab del form.
Bollati iva > Impostazioni,Check4,Liquidazione iva in base all'anno registrazione e alla data documento (anzichè data di registrazione),(colonna assente nel DB Impresind),boolean,,Liquidazione iva in base all'anno registrazione e alla data documento (anzichè data di registrazione),Caricato all'avvio in PUB_LIQDTDOC (APPLILIB.AQUADOCU); condiziona AGGIORNA_PLAFONDF.: `IF PUB_LIQDTDOC`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_LIQDTDOC non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Bollati iva > Impostazioni,Optiongroup1,,(colonna assente nel DB Impresind),list,,,Caricato all'avvio in PUB_TIPO_MODULO_LIPE (APPLILIB.AQUADOCU); condiziona LIQUIDAZIONE_TRIMESTRALE_LIPE_LIB.CREA_LIQUIDAZIONE_TRIMESTRALE_LIPE_DOPO_MODIFICHE_UTENTE: `IF PUB_TIPO_MODULO_LIPE = 1 && MODULO TRIMESTRALE`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_TIPO_MODULO_LIPE non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Bollati iva > Impostazioni,Check16,Gestisce nel BOLLATO IVA VENDITE le fatture Sospensione/Split payment utilizzando la numerazione fatture standard NUMFAT,(colonna assente nel DB Impresind),boolean,,Gestisce nel BOLLATO IVA VENDITE le fatture Sospensione/Split payment utilizzando la numerazione fatture standard NUMFAT,Caricato all'avvio in PUB_NFATFVS (APPLILIB.AQUADOCU); condiziona IVACLSTA.IVADET: `IF PUB_NFATFVS`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_NFATFVS non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Top standard,Text68,DDT fornitori in conto lavoro,(colonna assente nel DB Impresind),text,,DDT fornitori in conto lavoro,Caricato all'avvio in PUB_CTLD (APPLILIB.AQUADOCU); condiziona CONVERTILIB.CONVERSIONE_DDT_FORNITORI_ARCA: `__ORD_CAUS = PUB_CTLD && BOLLA A FORNITORE ALLTRIM(CONV_CLEAR(M.Cd_Do))`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_CTLD non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Top standard,Text69,Fatture di acquisto,(colonna assente nel DB Impresind),text,,Fatture di acquisto,"Caricato all'avvio in PUB_FATACQ (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_FATACQ = """"`",APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_FATACQ non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Impostazioni varie > Impostazioni varie,Check10,Proponi l'ultimo testo di ricerca utilizzato a livello di utente in tutte le ricerche da toolbar Aquarius,(colonna assente nel DB Impresind),boolean,,Proponi l'ultimo testo di ricerca utilizzato a livello di utente in tutte le ricerche da toolbar Aquarius,Caricato all'avvio in PUB_RICTXT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_RICTXT = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_RICTXT non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Impostazioni varie > Impostazioni varie,Check11,Integrazione ambiente con sistema GIL,(colonna assente nel DB Impresind),boolean,,Integrazione ambiente con sistema GIL,Caricato all'avvio in PUB_INTEGR_GIL (APPLILIB.AQUADOCU); condiziona TFC000.: `IF PUB_INTEGR_GIL`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_INTEGR_GIL non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Valute euro,Text18,Codice valuta  :,(colonna assente nel DB Impresind),text,,Codice valuta  :,Colonna non presente nello schema Impresind e uso non individuato.,,INCERTO,Colonna AZI_VAL18 non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Valute euro,Text19,Codice valuta  :,(colonna assente nel DB Impresind),text,,Codice valuta  :,Colonna non presente nello schema Impresind e uso non individuato.,,INCERTO,Colonna AZI_VAL19 non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Valute euro,Text20,Codice valuta  :,(colonna assente nel DB Impresind),text,,Codice valuta  :,Colonna non presente nello schema Impresind e uso non individuato.,,INCERTO,Colonna AZI_VAL20 non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Listini prezzi > Generale,Check8,Nelle DDT e nelle BFO attiva la gestione della distinta di carico/scarico tramite barcode,(colonna assente nel DB Impresind),boolean,,Nelle DDT e nelle BFO attiva la gestione della distinta di carico/scarico tramite barcode,Caricato all'avvio in PUB_DISCARSCAR (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_DISCARSCAR = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_DISCARSCAR non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Listini prezzi > Produz. macchine industriali,Text3,"Magazzino di destinazione per il materiale versato (semilavorato), e di origine per prodotto finito",(colonna assente nel DB Impresind),text,,"Magazzino di destinazione per il materiale versato (semilavorato), e di origine per prodotto finito","Caricato all'avvio in PUB_MAGPMIVERSSL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_MAGPMIVERSSL = """"`",APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_MAGPMIVERSSL non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Documenti > Anagrafica articoli,Check8,Mostra Estensone descrizione in tendina di help anagrafica articoli,(colonna assente nel DB Impresind),boolean,,Mostra Estensone descrizione in tendina di help anagrafica articoli,Caricato all'avvio in PUB_SHWEST (APPLILIB.AQUADOCU); condiziona PROJLIB.seek_u_art_pr: `IF PUB_SHWEST`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_SHWEST non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Documenti > Anagrafica articoli,Text1,,(colonna assente nel DB Impresind),text,,,Caricato all'avvio in PUB_RICPERC (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_RICPERC = 0`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_RICPERC non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Preventivi clienti,Check18,Obbliga la presenza di almeno un listino cliente per l'inserimento di un nuovo articolo in Ordini e Preventivi clienti,(colonna assente nel DB Impresind),boolean,,Obbliga la presenza di almeno un listino cliente per l'inserimento di un nuovo articolo in Ordini e Preventivi clienti,Caricato all'avvio in PUB_LISLCK (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_LISLCK = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_LISLCK non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini clienti > Abilitazioni varie (2),Check15,Obbligatorietà descrizione in lingua articoli,(colonna assente nel DB Impresind),boolean,,Obbligatorietà descrizione in lingua articoli,Caricato all'avvio in PUB_DSLAOBBL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_DSLAOBBL = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_DSLAOBBL non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini clienti > Abilitazioni varie (2),Check16,Abilita la gestione della fatturazione rateizzata degli ordini clienti,(colonna assente nel DB Impresind),boolean,,Abilita la gestione della fatturazione rateizzata degli ordini clienti,Caricato all'avvio in PUB_ORDRATEI (APPLILIB.AQUADOCU); condiziona ORDSTAM.STAMPAMOD: `IF PUB_ORDRATEI && STAMPA NEI DETTAGLI ARTICOLO LE RATE ORDINI CLIENTI`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_ORDRATEI non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ddt clienti > Abilitazioni varie (2),Check2,Proponi stampa etichette articoli in gestionale DDT,(colonna assente nel DB Impresind),boolean,,Proponi stampa etichette articoli in gestionale DDT,Caricato all'avvio in PUB_STPETIDDT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_STPETIDDT = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_STPETIDDT non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check14,Blocca la stampa e la ristampa delle fatture in caso di esenzione iva esaurita rispetto al plafond della lettera di intento,(colonna assente nel DB Impresind),boolean,,Blocca la stampa e la ristampa delle fatture in caso di esenzione iva esaurita rispetto al plafond della lettera di intento,Caricato all'avvio in PUB_FATLCKINT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_FATLCKINT = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_FATLCKINT non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Fatture clienti > Impostazione fatture clienti,Check17,"Calcolo delle R.A, cassa previdenziale/trasferimento in contabilità generale",(colonna assente nel DB Impresind),boolean,,"Calcolo delle R.A, cassa previdenziale/trasferimento in contabilità generale",Caricato all'avvio in PUB_RACLI (APPLILIB.AQUADOCU); condiziona FATSTAM.STAMPAMOD: `IF !PUB_RACLI`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_RACLI non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Fatture clienti > Impostazione fatture clienti,Text50,"Top per scrittura contabile R.A. (se vuoto, usa lo stesso Top della Fattura)",(colonna assente nel DB Impresind),text,,"Top per scrittura contabile R.A. (se vuoto, usa lo stesso Top della Fattura)",Caricato all'avvio in PUB_CAUSRA (APPLILIB.AQUADOCU); condiziona TFC000.: `IF !EMPTY(PUB_CAUSRA)`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_CAUSRA non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini a fornitore,Check8,Avvisa durante l'inserimento se il fornitore non ha ancora inviato l'accettazione delle condizioni generali di acquisto,(colonna assente nel DB Impresind),boolean,,Avvisa durante l'inserimento se il fornitore non ha ancora inviato l'accettazione delle condizioni generali di acquisto,Caricato all'avvio in PUB_ACGAALERT (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_ACGAALERT = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_ACGAALERT non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini a fornitore,Check9,Impedisce l'inserimento degli ordini fornitori se in anagrafica i dati obbligatori non sono codificati correttamente,(colonna assente nel DB Impresind),boolean,,Impedisce l'inserimento degli ordini fornitori se in anagrafica i dati obbligatori non sono codificati correttamente,Caricato all'avvio in PUB_CTRFOOR (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_CTRFOOR = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_CTRFOOR non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini a fornitore,Check10,Inserisce il codice articolo del fornitore come prefisso alla descrizione (e non come suffisso),(colonna assente nel DB Impresind),boolean,,Inserisce il codice articolo del fornitore come prefisso alla descrizione (e non come suffisso),Caricato all'avvio in PUB_CDARTF_PREFIX (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_CDARTF_PREFIX = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_CDARTF_PREFIX non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Ordini a fornitore,Check11,Ignora Lead Time Standard e Lead Time Fornitore nell'inserimento riga ordine fornitore,(colonna assente nel DB Impresind),boolean,,Ignora Lead Time Standard e Lead Time Fornitore nell'inserimento riga ordine fornitore,Caricato all'avvio in PUB_NOLEADTIMEORF (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_NOLEADTIMEORF = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_NOLEADTIMEORF non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check13,Controlla se usati più codici IVA nello stesso documento,(colonna assente nel DB Impresind),boolean,,Controlla se usati più codici IVA nello stesso documento,Caricato all'avvio in PUB_CTRDETIVA (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_CTRDETIVA = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_CTRDETIVA non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
Altro > Web > Tutti i documenti > Controlli/attivazioni per tutti i documenti (1),Check14,NON mostra alert spese Bolli/Incasso a prescindere dal tipo di Condizione di pagamento,(colonna assente nel DB Impresind),boolean,,NON mostra alert spese Bolli/Incasso a prescindere dal tipo di Condizione di pagamento,Caricato all'avvio in PUB_NOALERTSPBOLL (APPLILIB.AQUADOCU); condiziona STARTUP_MODIFICHE.: `PUB_NOALERTSPBOLL = .F.`,APPLILIB.PRG (AQUADOCU),INCERTO,Colonna AZI_NOALERTSPBOLL non esiste nelle U_AZI_* del DB Impresind (parametro di altra release/verticale).
